review,rating
tidak Recommended beda sama lapak sebelah...ini AQ baru beli dpt diskon batal otomatis semua seperti permainan aja,2
kenapa sekarang gak ada gratis ongkir dan pengiriman dari jasa kirim lambat sampai?,3
"Tokopedia yang beli costumer, yang nerima costumer. masa komplain costumer udah full bukti penjual yang menang. Jaminan pembeli untuk barang tidak sesuai. Masih buruk bnget. Beda ma sebelah yg orange",1
"aplikasi bobrok. ngerugiin seller banget. klo sebagai seller jgn pake aplikasi ini. uang gak dapet, barang gak balik. bobrok",1
"TOKOPEDIA sekarang agak ribet barang gk ada diskon jarang gratis ongkir , udah beda jauuuh dengan yang dulu itu sering diskon dan banyak Diskon sampek separuh harga barang nya , dah gitu cari apa aja lengkap gak seperti sekarang pengiriman juga gk seperti dulu ,,",1
mantap,5
DISKON TOKOPEDIA makin gak jelas. beli 1 diskon 24%. tapi giliran beli 50pcs diskonnya jadi 4%..aplikasi apa ini. harusnya beli 1 harga normal. beli banyak dapat diakon besar...awas hati pengikut TOKOPEDIA harap perhatikan ketika mau CO. lebih transparan si ORANGE.,1
parah udah brp kali pesan batal otomatis sepihak lucu sekali padahal bnr² membutuhkan barang tersebut,1
bagus,5
loginnya tambahin lewat tiktok,1
Cukup Nyaman Buat Blanja ..Hanya Saja APL ini Masih Cukup Berat Buat Hp Rendah. kalo Bisa Adakan Versi Lite..,5
"bertahun tahun pake apk Tokopedia,,baru kali ini gangguan terus dr ngk bisa cari barang sekarang malah ngk bisa masuk,,kecewa bgt",1
luar biasa terimakasih buat toped,5
Mantap,5
"pelayanan customer servicenya sangat lambat,saya kena orderan fiktif berupa cod enggak di bales chatnya,padahal barang masih ngestuck di gudang jakarta pusat,dan perlu di bantu untuk di batalkan agar bisa dikirim ke alamat saya oleh tokped (kata orang jnenya),parah mending beralih ke toko oren aja",1
sangat murah dan banyak promonya trimakasih tokopedia,5
kenapa sekarang tidak bisa menghapus chat antara penjual & pembeli ya?,5
bagus aplikasinya☺️,5
"saya kasih bintang 4 aja karna masih banyak yg harus di perbaiki di app ini, 1. pesan / chat yg tidak bisa di hapus. 2. status pengiriman yg late update nya atau sulit utk melacak karna tdk ada nya map secara online seperti toko sebelah 3. banyak toko yg tidak update stok nya / tidak ada stok tapi masih di jual 4.layanan customer care yg kurang update karna cuma cek system masih proses dia ikut jawab proses bukan bantu untuk tekan ke penjual atau kurirnya. 5. masih banyak toko yg tdk responsif",4
ok,5
sangat baik,5
"Paket diproses terus gk pernah di kirim"" baru pakai tokopedia udh dua kali kayak gini rugi 200k",1
bagus tapi susah buat cod,2
saldo gopay menguap secara ajaib setelah buka aplikasi Tokopedia. #pastiadajalan mencuri saldo pelanggan. #pastiadajalan untuk melarikan diri dari tanggung jawab. #pastiadajalan untuk tetap menipu pelanggan.,1
mantap,5
Separah itu kah kurir Tokopedia dari tgl 04 sampe Tgl 11 blm datang hmmm BUTA MAP,2
seler² terbaik,5
Tksh karena dana'x masih bisa digunakan,5
mntap,5
Kenapa android 5 tidak bisa instal aplikasi ini,5
saran untuk tokped mending expedisi J&T di hapus aja expedisi ngga jelas pesen paket udh 2x segitu cod malah tidak dikirim,5
Gabisa masuk,5
jos,5
tidak di sarankan membeli dimarketplace ini..kurir kayak keong.,1
lama lama seperti pedagang kaki lima.. pesanan kebanyakan di cancel.. lebay,1
the best,5
pindah akun ke handphone baru saja susahnya minta ampun. verifikasi whatsaap gk dikirim2 berkali-kali nunggu 1 jam. payahhhh.....,3
"Jeleknya aplikasi tokopedia sekarang kalau keluar dari 1 toko pasti ngerefresh dan kembali ke awal lagi walaupun sudah scroll sampai bawah, jengkelin sekali..",2
sangat cepat,5
"komplain tidak di tanggapi, banyak seller nakal merugikan konsumen tidak di tandak lanjuti. harusnya di keluarin dari aplikasi untuk seller yang nakal",1
sudah. bagussssssssss!!!!!!!!,5
"sistem nya kagak jelas, tiap pesan instan, ada aja drama nya. proses pencarian kurir pun 1 jam lebih.",1
masalah sudah diselesaikan. thanks,5
semoga bisa membantu saya dalam keuangan,5
MANTUL,5
baik,3
"terpaksa saya komplen lewat Sini.. tokopedia banyak mavia nya mungkin sudah kerja sama dengan TOKO penjual. saya pesan barang 2 yg di antar 1. dan saya merugi perihal nominal juga lumayan.. tidak ada solusi dan tidak ada tindak lanjut untuk pengembalian barang.. saya KAPOK belanja di toko pedia customer toped tidak merespon dan tidak membantu bahkan keluhan saya di abaikan,.,.,.,., saya ga iklas dan saya ga rido",1
"penarikan / withdraw terlalu lama, jadi mikir dua kali kalau beli lagi nantinya, pengembalian dana masuk saldo tokped, mau ditarik malah lama, jdi ga jdi jadi buat beli ulang karena uangnya nyangkut, ini gmna ya allah",5
saya sering belanja onlen lewat shoppy kali ini ingin belanja lewat aplikasi lain yaitu toko pedia,4
mengapa sekarang diskusi pertanyaan seputar produk dihilangkan? hanya via japri seller saja.,1
"no hp lama sudah hilang dan oleh provider dijual ke orang lain, ubah ke no baru susah minta ampun, tutup akun juga harus verif, ribet",1
Semoga aman Semoga aman,4
bisa buat beli kucing ga si,3
good,5
aplikasi yg bagus dan membantu,5
Aduh,5
apk bagus,5
oke,3
Tokopedia adakah toko terbaik jual beli barang bekas. no tipu-tipu no drama komunikasi juga mudah terimakasih Tokopedia semoga kedepannya makin besar. dan bisa berkerjasama dengan toko online bekas lain di luar negeri.,5
di curangin saya. gopay coin tidak di kasih. padahal jelas2 saya sudah ngajak teman sampai 4 org dan sudah pada belanja tapi gopay coin ga didapatkan hingga saat ini.,1
pesanan lama samapi tidak bisa dibantu,1
Beli barang di dalam kota malah di bawa oleh pihak expedisi keluar kota😅,4
parah...,1
"keren, smoga makin barokah masyarakat aplikasi Tokopedia .",4
mantapp,5
"Tokopedia mohon ditertibkan para penjualnya, mana yang beneran jualan mana yang hanya cek ombak doang. Sudah dibayar namun diabaikan sama penjualnya sampai Batal Otomatis, sudah dichat tidak ada respon. Minimal dikasih sanksi lah, bikin konsumen kecewa",2
semoga tepat waktu,5
ancen jossss👍👍👍👍👍👍,5
"saya mau komplain barang error terus, jadinya saya gabisa komplain dan ketipu. payah emang Tokopedia ini",1
bagus,5
mantap simple,5
"payah ngk di seleksi toko2 nakal, beli minyak yg dateng casing hp, sudah di komplain penjual kasih alamat tidak jelas, sudah chat care kalo toko indikasi penipuan,tokped ngk ada solusinya",1
"gabisa ngebatalin anjir, udah gitu lama pengantaran nya, bonus nya juga ga ada, kek Shopee",2
APLIKASI TIDAK AMAN. MASA GOPAY LATER SAYA BISA DIBOBOL ORANG YANG PAKAI APLIKASI MITRA TOKOPEDIA PADAHAL SAYA TIDAK PERNAH INSTALL BAHKAN TIDAK TAU KALO ADA APLIKASI MITRA TOKOPEDIA BISA LOGIN PAKAI GOPAY LATER SAYA,1
belanja mudah dan harga ekonomis,5
mantappppppp,5
sekarang tidak ada gratis ongkirnya.meskipun toko ada logo gratis ongkir tapi ketika CO tetap bayar ongkir.udah gitu ketika CO pagi ini maka barang baru dikirim besok sore bukan di kirim di hari yang sama.terlalu lama prosesnya tidak seperti aplikasi S dan L yang begitu CO sebelum jam 12 langsung si kirim hari itu juga.sangat kecewa dengan layanan ini.,1
"sejak ditinggal founder tokped jd kacau! jarang kasih vc diskon. Refund biaya daftar kartu debit gk pernah ada ! Refund dana pembatalan/komplain retur hrs tunggu 14hari kerja kdg belum masuk jg... Alasan refund jg opsi terbatas. Pembatalan nunggu otomatis lama sementara penjual masa 😵bodoh, jd ingat hrs chat dulu. Klaim asuransi makin ribet hrs isi form dan KTP asli. Adm Dylan jg kurang bs memberi solusi memuaskan. Cs ada telp tp gk kasih kompensasi ataupun perubahan trus gapain sih telp?!",3
baik,4
"aneh sy pke paylaterya ga pernah nunggak, bayar sebelum jatuh tempo tpi di bekukan",1
Tokopedia mantab keren,5
siiip,5
nyaman berbelanja,5
kenapa tidak bisa digunakan untuk tanyaDiskusi saat ingin membeli barang? .,2
aplikasi nya bagus dan jika pembelian gagal ada saldo refund,5
"""Efektif, efisien, tunggu cashbackannya. semoga keamanan data dapat terus dijaga!""",5
masih sering blank putih. tidak bisa ngapa-ngapain kecuali di restart aplikasi nya. dan itu sangat mengganggu saat sedang melakukan pencarian barang harus mulai lagi dari awal.,2
Apakah Pihak Tolopedia tidak bisa Hiring SDM yg baik Untuk posisi CS ya? ada fitur bantuan Tokoedia tp Chat CS nya tidak pernah balas,1
bagus,4
lancar dan cepat,5
"sudah beli barang, tapi barang yg sudah di bayar gk datang",1
"sukak, sejauh ini meskipun ongkir mahal dia pengiriman nya cepet dan pihak² ekspedisi nya gesit, admin olshop nya kalo ngirim barang juga di hari pemesanan itu juga, semoga tetap kek gini ya Tokopedia!! lopyu 🫰🏻😻",5
"menggunakan kurir rekomendasi Tokopedia sangat sampah, berbeda dengan toko Orange. fitur customer service dan bantuannya sangat buruk sekali Tokopedia ini, jauh sekali dari toko Orange. perbaiki lagi customer service dan bantuannya itu, buruk sekali.",1
"saya ga tau ya yg bilang apk ini bagus siapa lemotttt lambatnya minta ampunn daahh ngirim paket aja masa estimasi 2 Minggu parah dah ini parah, apk kacauu ini apk atau kura² sih kok lambatttt",1
oke,5
"gabisa verifikasi data diri pdhl udh pernah ngisi, udh pernah complain gada solusi dr pihak tokpednya kecewa!",1
TOP,5
gopay later mendadak tak bisa buat transaksi.,4
"Min Tolong dong pengiriman nya lama banget,,nyobain pake instant respon seller nya parah...kapok ah ...",2
Seller diperas,1
"pencairan dana buat penjual.6 hari bila pembeli tidak klik selesai transaksi...2 hari aja,sy udah pusing..apalagi 6 hari",1
bgus,5
Ok Yes,5
lemot,5
pengiriman lama. diaplikasi lain biasanya 3hari nyampe. ini 2minggu gak nyampe2. gak lagi2 dah beli ditokped,1
"sering kali orderan dibatalkan sistem nga 1,2 kali dibatalkan sistem, banyak buyer yang tidak bisa cek out",1
"layanan care tentang pengaduan masalah tidak direspon dengan baik padahal ini penting ttg tagihan tokopedia cicilan 6 bulan yang tidak jelas keterangan dg barang apa rincian pembayaranx karna saya juga tdk melakukan paylater dg cicilan 6bulan, ini penipuan platform dr tokopedia apa gmna seakan membebankan ke pengguna, btw tagihanx di paylater apl tiktok",1
"udah berapa kali pesan di tokopedia selalu pembatalan sistem & toko,, makin gak jelas",2
"dulu saya maniak oren, ternyata lebih terpercaya tokped. semoga makin bagus kualitasnya",4
mantab,5
blnja murah.ga ribet. sering beli ikan giling.usha kecil2an. Alhamdulillah. dpt toko dgn ikan giling segar. n amanah bgt sellernya.tks tokped,5
paling rekomended.,5
"semiga toko""nya amanah, tapi Alhamdulillah beres tepat waktunya",5
wow... keren...,5
aplikasi nya bagus mudah untuk di pahami untuk belanja 👍,5
ok,4
"bukan nya berbenah makin bagus, malah tambah buruk pelayanannya",1
"Udahan lah, setelah ini gamau pakai lagi. banyak bermasalah semua dan bikin kecewa. dari penjual yg di chat bilang barang ready setelah di order ga di proses sampai dibatalkan sistem, order barang tertulis tokonya daerah Tangerang dan posisi saya di Kalideres seminggu belum sampai. limit gopaylater juga gabisa dipakai padahal ga pernah telat bayar, selalu bayar sebelum tgl jatuh tempo. mau upload foto produk yg seminggu baru sampai tapi gabisa, aplikasi selalu tutup paksa saat upload foto",5
"Saran untuk developer , tolong upayakan ekpedisi pengirimannya supaya bisa dipercepat layanannya... karena paket yang dikirim tidak hanya benda mati, tapi juga ada makhluk hidup... kasihan seller maupun buyer apabila pesanan paketnya terjadi hal yang tidak diinginkan karena terlalu lama proses pengiriman paketnya... terimakasih",5
baik sekali,5
"ini aplikasi bener-bener deh! coba dong toko-tokonya di cek/saring, untuk kesekian kalinya saya belanja disini mengecewakan! ga jelas! tanya seller tentang pesanan tidak ada respon sama sekali , bahkan saya chat berulang tetap tidak di respon cuma di baca doang 👎 kalo mau promo yg jelas kenapa sih di toko-tokonya, selalu kaya gini dapat barang harga murah tapi tidak dikirim, ujung-ujungnya di batalkan sistem... saya selaku konsumen disini merasa ga nyaman banget belanja respon buruk begini!",1
"bisa di perbaiki bug penilaian untuk barang , sering muncul lagi padahal sudah di beri penilaian dan yg lebih parah pembayaran langsung di tokopedia kenapa lama sekali mengkonfirm pembayaran sering terbatal sendiri gara2 tidak di konfirm",1
"mhn info, kira2 sdh 2 minggu ini, setiap kali bertanya ke penjual ttg deskripsi barang, melalui menu ""tanya didiskusi"" di bawah deskripsi brg, selalu muncul ""koneksi internetmu tertanggu"". ini bukan hanya untuk bertanya saja, tp termasuk untuk memberi ulasan akan transaksi yg sdh selesai. mengingat ada transaksi yg tdk bisa saya beri ulasan. mohon penjelasan? terima kasih.",1
"tokopedia care tidak ada care''nya,chat cs gak ada respon padahal mau laporan kalau nomer yg terdaftar ditokopedia telah diganti orang sedangkan saya tidak merasa mengganti,beda banget sama sebelah yg cs'nya selalu merespon keluhan pengguna",1
KEREN ...!!,5
bagusan sangat berguna,5
bagus pokoke,5
good,4
"aplikasi toped sering error di ponsel Infinix hot 50pro plus .....sering crash sendiri mohon untuk di tindak lanjuti .....Knapa keranjang sekarang di batasi 20... Jadi cari"" lagi...... Gratis ongkir nya sekarang koq sama jumlah silver - diamond",3
Kualitas barang baguss 👍,5
mantappp euyy aplikasi ini... sangat memudahkan,5
tempat belanja menyenangkan,5
3 aja dlu,3
"Begitu susahnya memasukkan barang pilihan ke keranjang, error terus tanpa ada upaya perbaikan, udah berminggu² masih aja",2
pengirimannya lama banget sumpahhh sumpah,1
bagus,5
the best,5
good,5
saya menjual barang dan buka toko di Tokopedia. dan bermasalah dari pembeli. tpu lemot bagt penanganan nya sudah satu Minggu di gantung tanpa kejelasn,1
FLASHSALE GIMMICK,1
"mantap bro, gitu dong cepat",5
"Banyak penjual yang gak respon / banyak toko yang tidak aktif. Saya udah 3x terbatalkan sistem gara2 toko gak aktif. Seharusnya ada notif di shopee misal penjual gak aktif lama. Trus kalau pengajuan pembatalan harus nunggu respon sellernya kan jadi lama. Jelek banget dah , udah muak gara2 selalu dibatalkan sistem.",1
beberapa hari lalu belanja dibatalkan system tapi uang refund TDK utuh kepotong biaya layanan dan admin sangat merugikan sekali bikin kapok blanja di ijo mending dioren puas,1
merugikan sekali bberapa hari lalu pesanan dibatalkan system uang refund kembali tdk utuh kepotong biaya admin sama layanan bikin kapok belanja diijo mending dioren dijamin puas,1
"Refund di tokped adalah Refund paling BURUK yang pernah saya alami. Tidak langsung kembali ke sumber pembayaran tapi masuk ""Saldo Refund"", penarikan minimal 50.000 dan masih terpotong untuk biaya admin 2.900 menurut saya ini amat sangat merugikan customer, sudah rugi waktu karna barang terbatalkan, masih rugi uang karna saldo tidak kembali semestinya.",1
"nyambung ke CFS aja lama bgt,30mnt+ blm terhubung,beda jauh sama shopee yg gercep gk sampai bermenit-menit",1
"Gak Nyangka ditokopedia sekarang banyak penjual yg nipu,",1
top,5
"ketika ada problem soal paket. tokopedia tidak menyediakan ruang untuk minta bantuan untuk follow up ke kurir. tokped hanya menyediakan robot dengan jawaban yg template. kami ini konsumen. tanpa kami, kalian tidak bisa menggaji karyawan. berikan kami pelayanan yg baik. ngerti!! Jangan sediakan kurir rekomendasi jika kurir tersebut bermasalah. lebih baik sy bayar ongkir tapi cepat sampai, daripada gratis ongkir, tapi lambat. bubarkan saja tokopedia!!",1
bagus si tapi 🌪️🌪️🌪️🌪️🌪️🌪️🌪️🌪️,5
"Makin kesini makin memberatkan para seller, fee naik terus ditambah pencairan sekarang 6 hari apabila pembeli tidak mengconfrim belanjaannya.. Saya KECEWA dgn tokped yg sekarang",1
masukan aja buat aplikasi ini. untuk toko yang sudah tidak aktif berjualan. mending langsung dibanned aja. bikin rugi waktu orang ajja. hadehh. udah bayar ga ada respon dari penjual. dan nunggu auto batal. parah.,2
sangat bagus,5
"login nya udah jauh lebih gampang cuma jadi lebih lelet dari yang fersi dulu, 30% screentime di aplikasi ini cuma untuk nunggu loading konten dan endingnya malah aplikasi tidak menanggapi, terutama saat ingin memasukan barang ke keranjang sub menu untuk opsi prodak sering muncul dua kali dan tumpang tindih. dan lagi mayoritas topers juga to the point belanjanya jadi kayanya mendingan mesen barang di tokped via aplikasi browser aja sekalian daripada wasting time di aplikasinya.",3
aplikasi busuk. penjualnya jg. tidak ada penertipan toko dari Tokopedia.,1
